timestamp	filename	gemini_sec	segments	skipped_segments
2026-04-27T14:29:04	case_222.txt	4.4947	1	0
2026-04-27T14:29:07	case_223.txt	3.5535	3	0
2026-04-27T14:29:12	case_224.txt	4.7532	1	0
2026-04-27T14:29:16	case_225.txt	3.7758	3	0
2026-04-27T14:29:20	case_226.txt	3.9367	3	0
2026-04-27T14:29:24	case_227.txt	3.9001	1	0
2026-04-27T14:29:29	case_228.txt	5.4868	3	0
2026-04-27T14:29:34	case_229.txt	5.0537	3	0
2026-04-27T14:29:40	case_230.txt	5.5838	1	0
2026-04-27T14:29:44	case_231.txt	4.5636	3	0
2026-04-27T14:29:48	case_232.txt	3.7129	1	0
2026-04-27T14:29:52	case_233.txt	4.1073	4	0
2026-04-27T14:29:57	case_234.txt	4.3730	1	0
2026-04-27T14:30:01	case_235.txt	3.9415	3	0
2026-04-27T14:30:05	case_236.txt	4.1590	3	0
2026-04-27T14:30:09	case_237.txt	4.5667	1	0
2026-04-27T14:30:14	case_238.txt	4.9424	3	0
2026-04-27T14:30:20	case_239.txt	5.3514	3	0
2026-04-27T14:30:26	case_240.txt	6.3758	1	0
2026-04-27T14:30:32	case_241.txt	5.8430	6	0
2026-04-27T14:30:38	case_242.txt	5.5935	1	0
2026-04-27T14:30:45	case_243.txt	7.2456	6	0
2026-04-27T14:30:52	case_244.txt	7.2622	7	0
2026-04-27T14:30:56	case_245.txt	4.3443	6	0
2026-04-27T14:31:02	case_246.txt	5.5793	1	0
2026-04-27T14:31:08	case_247.txt	5.8026	6	0
2026-04-27T14:31:15	case_248.txt	7.0263	6	0
2026-04-27T14:31:19	case_249.txt	4.1317	1	0
2026-04-27T14:31:24	case_250.txt	4.8934	6	0
2026-04-27T14:31:31	case_251.txt	6.9761	5	0
2026-04-27T14:31:36	case_252.txt	4.7641	1	0
2026-04-27T14:31:42	case_253.txt	6.6631	6	0
2026-04-27T14:31:48	case_254.txt	5.1510	5	0
2026-04-27T14:31:55	case_255.txt	6.9396	1	0
2026-04-27T14:31:59	case_256.txt	4.6406	6	0
2026-04-27T14:32:05	case_257.txt	6.2716	5	0
2026-04-27T14:32:10	case_258.txt	4.2371	1	0
2026-04-27T14:32:17	case_259.txt	7.4765	6	0
2026-04-27T14:32:21	case_260.txt	4.0807	6	0
2026-04-27T14:32:27	case_261.txt	5.7687	1	0
2026-04-27T14:32:33	case_262.txt	5.7909	6	0
2026-04-27T14:32:41	case_263.txt	7.6944	6	0
2026-04-27T14:32:46	case_264.txt	5.1943	1	0
2026-04-27T14:32:52	case_265.txt	6.1611	5	0
2026-04-27T14:32:57	case_266.txt	5.1093	5	0
2026-04-27T14:33:01	case_267.txt	4.2636	1	0
2026-04-27T14:33:06	case_268.txt	4.9630	6	0
2026-04-27T14:33:15	case_269.txt	9.0727	5	0
2026-04-27T14:33:22	case_270.txt	6.9574	1	0
2026-04-27T14:33:30	case_271.txt	7.2774	5	0
2026-04-27T14:33:34	case_272.txt	4.3041	5	0
2026-04-27T14:33:39	case_273.txt	4.5665	1	0
2026-04-27T14:33:46	case_274.txt	7.7737	6	0
2026-04-27T14:33:54	case_275.txt	7.9725	5	0
2026-04-27T14:34:02	case_276.txt	7.7080	1	0
2026-04-27T14:34:08	case_277.txt	5.3183	5	0
2026-04-27T14:34:16	case_278.txt	8.5769	5	0
2026-04-27T14:34:21	case_279.txt	4.4695	1	0
2026-04-27T14:34:27	case_280.txt	6.8709	6	0
2026-04-27T14:34:33	case_281.txt	5.6846	5	0
2026-04-27T14:34:39	case_282.txt	5.5690	1	0
2026-04-27T14:34:43	case_283.txt	4.3447	6	0
2026-04-27T14:34:49	case_284.txt	5.5377	6	0
2026-04-27T14:34:55	case_285.txt	6.0084	1	0
2026-04-27T14:35:01	case_286.txt	6.6034	6	0
2026-04-27T14:35:14	case_287.txt	12.3536	6	0
2026-04-27T14:35:20	case_288.txt	6.3603	1	0
2026-04-27T14:35:25	case_289.txt	5.2807	6	0
2026-04-27T14:35:32	case_290.txt	6.5016	6	0
2026-04-27T14:35:37	case_291.txt	5.5867	1	0
2026-04-27T14:35:43	case_292.txt	5.8948	5	0
2026-04-27T14:35:52	case_293.txt	8.3085	6	0
2026-04-27T14:35:57	case_294.txt	5.4128	1	0
2026-04-27T14:36:08	case_295.txt	10.5624	5	0
2026-04-27T14:36:15	case_296.txt	7.4801	5	0
2026-04-27T14:36:23	case_297.txt	7.9814	1	0
2026-04-27T14:36:32	case_298.txt	8.6880	5	0
2026-04-27T14:36:36	case_299.txt	4.1739	5	0
2026-04-27T14:36:40	case_300.txt	4.3163	1	0
2026-04-27T14:36:46	case_301.txt	5.7351	5	0
2026-04-27T14:36:53	case_302.txt	6.5971	5	0
2026-04-27T14:37:00	case_303.txt	6.8494	1	0
2026-04-27T14:37:06	case_304.txt	5.9007	5	0
2026-04-27T14:37:15	case_305.txt	9.0786	5	0
2026-04-27T14:37:21	case_306.txt	5.9171	1	0
2026-04-27T14:37:28	case_307.txt	7.0032	5	0
2026-04-27T14:37:33	case_308.txt	5.5198	5	0
2026-04-27T14:37:39	case_309.txt	5.8538	1	0
2026-04-27T14:37:49	case_310.txt	9.4480	5	0
2026-04-27T14:37:54	case_311.txt	5.8006	5	0
2026-04-27T14:37:59	case_312.txt	4.5766	1	0
2026-04-27T14:38:07	case_313.txt	8.3734	5	0
2026-04-27T14:38:13	case_314.txt	5.5891	5	0
2026-04-27T14:38:19	case_315.txt	6.2221	1	0
2026-04-27T14:38:25	case_316.txt	5.4943	5	0
2026-04-27T14:38:32	case_317.txt	7.4953	5	0
2026-04-27T14:38:40	case_318.txt	8.2812	1	0
2026-04-27T14:38:46	case_319.txt	5.2927	5	0
2026-04-27T14:38:53	case_320.txt	7.4320	6	0
2026-04-27T14:39:02	case_321.txt	8.8143	1	0
2026-04-27T14:39:08	case_322.txt	6.1411	5	0
2026-04-27T14:39:17	case_323.txt	8.4196	5	0
2026-04-27T14:39:22	case_324.txt	4.8508	1	0
2026-04-27T14:39:27	case_325.txt	5.3417	5	0
2026-04-27T14:39:33	case_326.txt	6.0869	5	0
2026-04-27T14:39:38	case_327.txt	4.5170	1	0
2026-04-27T14:39:43	case_328.txt	4.9954	5	0
2026-04-27T14:39:49	case_329.txt	6.4474	5	0
2026-04-27T14:39:56	case_330.txt	7.0153	1	0
2026-04-27T14:40:03	case_331.txt	6.7569	5	0
2026-04-27T14:40:10	case_332.txt	7.5420	6	0
2026-04-27T14:40:15	case_333.txt	4.9462	1	0
2026-04-27T14:40:20	case_334.txt	4.3520	5	0
2026-04-27T14:40:27	case_335.txt	7.7650	5	0
2026-04-27T14:40:34	case_336.txt	6.6346	1	0
2026-04-27T14:40:39	case_337.txt	5.0024	5	0
2026-04-27T14:40:44	case_338.txt	5.2171	5	0
2026-04-27T14:40:52	case_339.txt	7.3102	1	0
2026-04-27T14:40:57	case_340.txt	5.2525	6	0
2026-04-27T14:41:04	case_341.txt	6.9877	6	0
2026-04-27T14:41:13	case_342.txt	9.4015	1	0
2026-04-27T14:41:20	case_343.txt	6.2529	5	0
2026-04-27T14:41:26	case_344.txt	5.9880	5	0
2026-04-27T14:41:30	case_345.txt	4.0200	1	0
2026-04-27T14:41:35	case_346.txt	5.5552	5	0
2026-04-27T14:41:41	case_347.txt	5.9112	5	0
2026-04-27T14:41:49	case_348.txt	7.7668	1	0
2026-04-27T14:41:54	case_349.txt	5.4328	5	0
2026-04-27T14:42:02	case_350.txt	7.6434	5	0
2026-04-27T14:42:08	case_351.txt	5.7577	1	0
2026-04-27T14:42:18	case_352.txt	10.4752	5	0
2026-04-27T14:42:25	case_353.txt	7.0796	5	0
2026-04-27T14:42:31	case_354.txt	5.2172	1	0
2026-04-27T14:42:41	case_355.txt	10.2459	5	0
2026-04-27T14:42:47	case_356.txt	6.1861	5	0
2026-04-27T14:42:55	case_357.txt	7.3554	1	0
2026-04-27T14:43:02	case_358.txt	7.0257	5	0
2026-04-27T14:43:07	case_359.txt	5.4765	5	0
2026-04-27T14:43:13	case_360.txt	5.4402	1	0
2026-04-27T14:43:20	case_361.txt	7.0354	5	0
2026-04-27T14:43:25	case_362.txt	5.5977	5	0
2026-04-27T14:43:31	case_363.txt	5.8767	1	0
2026-04-27T14:43:36	case_364.txt	5.2199	5	0
2026-04-27T14:43:43	case_365.txt	6.1503	5	0
2026-04-27T14:43:48	case_366.txt	5.7287	1	0
2026-04-27T14:43:54	case_367.txt	6.0854	5	0
2026-04-27T14:44:01	case_368.txt	6.6694	5	0
2026-04-27T14:44:06	case_369.txt	4.9165	1	0
2026-04-27T14:44:11	case_370.txt	4.7334	5	0
2026-04-27T14:44:16	case_371.txt	4.8764	5	0
2026-04-27T14:44:23	case_372.txt	6.9266	1	0
2026-04-27T14:44:36	case_373.txt	13.1682	5	0
2026-04-27T14:44:41	case_374.txt	5.6431	5	0
2026-04-27T14:44:46	case_375.txt	4.7797	1	0
2026-04-27T14:44:52	case_376.txt	5.5241	5	0
2026-04-27T14:44:57	case_377.txt	5.0120	5	0
2026-04-27T14:45:07	case_378.txt	9.9100	1	0
2026-04-27T14:45:17	case_379.txt	10.4879	5	0
2026-04-27T14:45:25	case_380.txt	7.4531	5	0
2026-04-27T14:45:32	case_381.txt	6.8305	1	0
2026-04-27T14:45:39	case_382.txt	7.8305	5	0
2026-04-27T14:45:46	case_383.txt	6.5800	5	0
2026-04-27T14:45:59	case_384.txt	12.9788	1	0
2026-04-27T14:46:06	case_385.txt	6.5832	5	0
2026-04-27T14:46:14	case_386.txt	7.9388	5	0
2026-04-27T14:46:19	case_387.txt	5.6978	1	0
2026-04-27T14:46:27	case_388.txt	7.4062	5	0
2026-04-27T14:46:35	case_389.txt	8.8041	5	0
2026-04-27T14:46:40	case_390.txt	4.8840	1	0
2026-04-27T14:46:47	case_391.txt	6.7974	5	0
2026-04-27T14:46:54	case_392.txt	6.5566	5	0
2026-04-27T14:47:03	case_393.txt	9.1516	1	0
2026-04-27T14:47:09	case_394.txt	5.7077	5	0
2026-04-27T14:47:14	case_395.txt	5.5926	5	0
2026-04-27T14:47:21	case_396.txt	6.7031	1	0
2026-04-27T14:47:29	case_397.txt	7.5152	5	0
2026-04-27T14:47:34	case_398.txt	5.2466	5	0
2026-04-27T14:47:43	case_399.txt	9.4319	1	0
2026-04-27T14:47:50	case_400.txt	6.4312	5	0
2026-04-27T14:48:06	case_402.txt	6.8316	1	0
2026-04-27T14:48:15	case_403.txt	9.0641	5	0
2026-04-27T14:48:23	case_404.txt	8.3489	5	0
2026-04-27T14:48:30	case_405.txt	6.7300	1	0
2026-04-27T14:48:37	case_406.txt	7.4272	5	0
2026-04-27T14:48:45	case_407.txt	7.5879	5	0
2026-04-27T14:48:50	case_408.txt	5.2488	1	0
2026-04-27T14:48:59	case_409.txt	8.3682	5	0
2026-04-27T14:49:07	case_410.txt	8.6863	5	0
2026-04-27T14:49:18	case_411.txt	10.3006	1	0
2026-04-27T14:49:24	case_412.txt	6.2286	5	0
2026-04-27T14:49:33	case_413.txt	9.3694	5	0
2026-04-27T14:49:38	case_414.txt	5.1980	1	0
2026-04-27T14:49:45	case_415.txt	6.2010	5	0
2026-04-27T14:49:52	case_416.txt	6.8464	5	0
2026-04-27T14:49:57	case_417.txt	5.6005	1	0
2026-04-27T14:50:04	case_418.txt	7.1264	5	0
2026-04-27T14:50:09	case_419.txt	4.9211	5	0
2026-04-27T14:50:16	case_420.txt	7.0085	1	0
2026-04-27T14:50:22	case_421.txt	5.3415	5	0
2026-04-27T14:50:30	case_422.txt	7.9968	5	0
2026-04-27T14:50:38	case_423.txt	8.2119	1	0
2026-04-27T14:50:44	case_424.txt	6.3294	5	0
2026-04-27T14:50:52	case_425.txt	7.7483	5	0
2026-04-27T14:50:58	case_426.txt	5.7663	1	0
2026-04-27T14:51:06	case_427.txt	7.7844	5	0
2026-04-27T14:51:16	case_428.txt	9.8828	5	0
2026-04-27T14:51:20	case_429.txt	4.7010	1	0
2026-04-27T14:51:27	case_430.txt	6.5768	5	0
2026-04-27T14:51:36	case_431.txt	8.7632	5	0
2026-04-27T14:51:44	case_432.txt	8.1361	1	0
2026-04-27T14:51:49	case_433.txt	5.4297	5	0
2026-04-27T14:51:59	case_434.txt	9.2700	5	0
2026-04-27T14:52:05	case_435.txt	6.2687	1	0
2026-04-27T14:52:11	case_436.txt	6.3917	5	0
2026-04-27T14:52:18	case_437.txt	7.1042	5	0
2026-04-27T14:52:28	case_438.txt	9.5395	1	0
2026-04-27T14:52:33	case_439.txt	5.2521	5	0
2026-04-27T14:52:39	case_440.txt	5.5399	5	0
2026-04-27T14:52:46	case_441.txt	7.3172	1	0
2026-04-27T14:52:51	case_442.txt	4.4904	5	0
2026-04-27T14:53:01	case_443.txt	10.4558	5	0
2026-04-27T14:53:14	case_444.txt	13.3772	1	0
2026-04-27T14:53:22	case_445.txt	7.2553	5	0
2026-04-27T14:53:30	case_446.txt	7.7963	5	0
2026-04-27T14:53:35	case_447.txt	5.7380	1	0
2026-04-27T14:53:41	case_448.txt	5.7505	5	0
2026-04-27T14:53:46	case_449.txt	4.7987	5	0
2026-04-27T14:53:53	case_450.txt	7.0164	1	0
2026-04-27T14:53:59	case_451.txt	5.5796	5	0
2026-04-27T14:54:04	case_452.txt	5.9311	5	0
2026-04-27T14:54:10	case_453.txt	5.1960	1	0
2026-04-27T14:54:15	case_454.txt	4.7793	5	0
2026-04-27T14:54:21	case_455.txt	6.5741	5	0
2026-04-27T14:54:30	case_456.txt	8.4901	1	0
2026-04-27T14:54:36	case_457.txt	6.3159	5	0
2026-04-27T14:54:41	case_458.txt	5.1250	5	0
2026-04-27T14:54:50	case_459.txt	8.7341	1	0
2026-04-27T14:54:56	case_460.txt	6.0973	5	0
2026-04-27T14:55:01	case_461.txt	5.3374	5	0
2026-04-27T14:55:07	case_462.txt	5.5216	1	0
2026-04-27T14:55:16	case_463.txt	9.5809	5	0
2026-04-27T14:55:22	case_464.txt	5.1923	5	0
2026-04-27T14:55:30	case_465.txt	8.5544	1	0
2026-04-27T14:55:38	case_466.txt	7.4789	5	0
2026-04-27T14:55:44	case_467.txt	6.2798	5	0
2026-04-27T14:55:49	case_468.txt	5.1931	1	0
2026-04-27T14:55:55	case_469.txt	5.3969	5	0
2026-04-27T14:56:04	case_470.txt	9.0207	5	0
2026-04-27T14:56:09	case_471.txt	5.4655	1	0
2026-04-27T14:56:14	case_472.txt	5.0139	5	0
2026-04-27T14:56:20	case_473.txt	5.5544	5	0
2026-04-27T14:56:25	case_474.txt	4.8387	1	0
2026-04-27T14:56:30	case_475.txt	5.5645	5	0
2026-04-27T14:56:37	case_476.txt	6.7952	5	0
2026-04-27T14:56:46	case_477.txt	8.9054	1	0
2026-04-27T14:56:56	case_478.txt	9.5752	5	0
2026-04-27T14:57:01	case_479.txt	5.6078	5	0
2026-04-27T14:57:08	case_480.txt	6.4291	1	0
2026-04-27T14:57:13	case_481.txt	5.2232	5	0
2026-04-27T14:57:20	case_482.txt	6.8505	5	0
